Edad,Ingresos_anuales,Calificacion_crediticia,Estado_laboral,Nivel_educativo,Experiencia_laboral,Monto_prestamo,Duración_prestamo,Estado_civil,Numero_dependientes,propiedad_vivienda,Pagos_mensuales,Tasa_tarjeta_credito,lineas_credito_abiertas,Consultas_credito,Deuda_ingreso,Historial_quiebras,Proposito_prestamo,Incumplimiento_préstamos_anteriores,Historial_pagos,Duracion_credito,Saldo_cuenta_ahorros,Saldo_cuenta_corriente,Activos_totales,Pasivos_totales,Ingresos_mensuales,Historial_pagos_facturas,Antiguedad_empleo,Patrimonio_neto,Tasa_interes_base,Tasa _interes,Pago_mensual_prestamo,Deuda_ingreso.1,Prestamo_aprobado,Calificacion_riesgo
28,35262,536,1,3,7,18400,96,2,1,1,472,0.294602682,5,1,0.340585765,0,5,0,27,3,670,1006,29611,17636,2938.5,0.964556998,5,11975,0.2854,0.314545917,526.1951817,0.339695485,0,58.0
41,33753,608,1,2,19,19534,84,1,0,2,411,0.21969741,4,2,0.240632787,0,4,0,23,6,1030,1469,58689,70878,2812.75,0.721796621,3,5273,0.240534,0.246013814,489.469914,0.320138624,0,52.0
23,19898,575,1,1,0,24886,60,2,0,2,276,0.578957303,8,0,0.582437135,0,5,0,22,28,3016,2639,22499,15064,1658.166667,0.912417012,4,7435,0.242386,0.206000199,667.6627002,0.56910003,0,61.0
32,79301,508,1,3,7,49010,12,1,5,3,364,0.314190897,3,1,0.262023235,0,1,0,23,2,4873,2020,133847,6714,6608.416667,0.969781619,9,127133,0.26001,0.243881882,4643.57778,0.757757574,0,52.0
43,44424,546,1,3,18,25184,24,3,0,4,537,0.09981885,1,0,0.216850219,0,4,0,24,21,897,694,27683,65568,3702.0,0.701202793,5,3447,0.227184,0.243105687,1335.412617,0.505784067,0,52.0
20,33228,599,1,4,0,27384,12,2,1,2,961,0.123801987,2,1,0.367755811,0,4,0,22,10,24762,421,109135,89057,2769.0,0.678847436,6,20078,0.192884,0.206121625,2544.733143,1.266064696,0,54.0
45,55376,621,1,2,25,12273,72,4,3,2,111,0.078266627,4,0,0.152886621,0,3,0,20,13,1967,705,60715,30209,4614.666667,0.659163521,3,30506,0.216773,0.216683759,305.9617299,0.090355763,1,36.8
39,34475,568,1,3,20,55955,24,4,1,3,665,0.233030428,1,4,0.621704147,0,2,0,23,19,1509,1155,19837,5326,2872.916667,0.846009313,8,14511,0.246955,0.238626498,2954.567774,1.259893061,0,59.0
46,257997,596,1,4,23,47793,120,2,2,2,409,0.349729123,3,0,0.269621809,0,5,0,29,16,2948,2325,8163,36629,21499.75,0.692258885,8,9562,0.304793,0.337257171,1393.278189,0.083827867,1,40.0
42,45171,497,1,4,18,28034,36,3,2,2,271,0.528318818,3,1,0.054791433,0,4,0,21,3,4464,898,66814,40464,3764.25,0.710518314,5,26350,0.264534,0.264147707,1135.710457,0.373702718,0,55.0
56,84567,507,1,2,34,39411,84,2,0,2,95,0.222760284,2,1,0.209308066,0,4,0,25,3,1367,350,90370,46410,7047.25,0.759870147,6,43960,0.310911,0.292803669,1107.869575,0.170686378,0,54.0
41,51525,610,3,1,15,29270,60,3,1,4,100,0.420801939,4,0,0.274456943,0,3,1,28,29,4635,604,39404,26988,4293.75,0.83177705,4,12416,0.22927,0.242882659,846.9429559,0.220539844,0,59.0
34,39065,626,1,2,14,16934,84,2,4,3,447,0.076422517,3,1,0.654392912,0,2,0,24,10,4193,2561,487091,23812,3255.416667,0.780528767,9,463279,0.228934,0.225221279,402.1721035,0.260848976,1,39.2
41,51854,580,1,3,21,17382,48,1,0,1,603,0.337325466,2,3,0.175159391,0,1,0,19,9,2712,1575,156968,44113,4321.166667,0.90911202,8,112855,0.222382,0.190914117,520.5626794,0.260013734,1,37.6
46,48662,579,1,2,25,19271,120,2,1,3,353,0.316796111,4,1,0.097016449,0,5,1,23,11,1420,255,46034,2039,4055.166667,0.668233692,6,43995,0.284771,0.31947736,535.9522286,0.219214721,0,57.0
40,201820,559,1,1,19,69282,48,2,3,2,342,0.283902886,2,1,0.161054902,0,2,1,28,20,2068,8303,70519,16065,16818.33333,0.984673219,6,54454,0.284782,0.260045503,2336.179822,0.15924169,1,41.6
40,49751,613,1,2,16,32144,36,2,0,3,603,0.131941716,2,1,0.143535446,0,4,0,28,15,20647,879,79038,18138,4145.916667,0.955792961,4,60900,0.210644,0.200767858,1195.844211,0.43388335,0,45.0
31,15000,580,1,3,9,17839,60,1,1,3,445,0.238980425,4,0,0.116815768,0,2,0,20,29,6583,5250,58577,5930,1250.0,0.812157193,8,52647,0.232839,0.231973836,504.9148986,0.759931919,0,50.0
32,180760,604,1,2,13,27670,24,4,5,3,199,0.349406159,1,0,0.268871666,0,2,0,25,12,1767,1354,61448,2882,15063.33333,0.653704919,6,58566,0.20067,0.218886356,1433.947284,0.10840544,1,36.0
23,30453,592,1,1,0,31949,48,2,0,2,569,0.09122051,4,4,0.21960652,0,4,0,25,14,6798,400,53817,9421,2537.75,0.856840887,4,44396,0.230949,0.198316774,969.3567203,0.606189231,0,52.0
60,60665,661,1,2,41,9243,96,2,4,3,931,0.350856573,5,1,0.075242265,0,5,0,27,10,1343,8859,195965,12165,5055.416667,0.42331923,5,183800,0.213743,0.203503165,195.6944503,0.222868761,0,40.0
25,32137,607,1,2,5,26075,48,2,2,3,172,0.303398828,1,1,0.325038495,0,5,0,27,3,4433,3767,135149,10752,2678.083333,0.574542431,6,124397,0.217575,0.197019179,789.3364557,0.358964355,0,51.0
31,33899,584,1,1,12,29274,48,3,0,1,532,0.439545091,1,0,0.245891904,0,5,0,28,16,2233,1030,36770,40934,2824.916667,0.921168908,4,8743,0.232274,0.237592201,950.4936096,0.52479198,0,54.0
31,24987,630,1,2,8,5233,60,1,0,1,270,0.132439525,1,0,0.183590911,0,5,0,26,23,9662,133,28193,21352,2082.25,0.749129017,7,6841,0.195233,0.198597628,138.2344779,0.196054498,0,48.0
50,15126,551,1,1,27,25667,84,2,4,2,322,0.143041783,2,0,0.419546536,0,4,0,28,17,1926,944,79742,18910,1260.5,0.945364047,6,60832,0.275167,0.263341904,671.7279357,0.788360124,0,55.0
36,33380,496,1,2,10,11451,36,2,1,2,341,0.058811414,4,1,0.096995264,0,2,1,34,9,1329,1350,97058,111373,2781.666667,0.855738261,10,7791,0.248451,0.24144448,450.1243351,0.284406591,0,57.0
54,74274,647,1,3,30,35345,60,1,3,3,340,0.61218832,2,1,0.359396481,0,1,0,31,16,3155,878,90655,19462,6189.5,0.762429408,7,71193,0.216845,0.199472068,935.3883649,0.206056768,0,51.0
31,15953,531,2,2,6,10317,24,2,0,3,503,0.184865337,7,1,0.064467274,0,2,0,30,2,2569,559,15366,44348,1329.416667,0.680632075,4,8569,0.219817,0.245742474,548.4325581,0.790897681,0,58.0
43,58596,538,1,3,20,14156,48,2,1,4,476,0.227174482,1,3,0.158803218,0,5,0,22,23,1679,2862,27615,66616,4883.0,0.810827503,4,2202,0.240156,0.233996785,456.8260991,0.191035449,0,50.0
29,168394,565,1,1,8,17987,48,2,4,2,427,0.1984102,2,0,0.537815818,1,2,0,24,28,5479,710,37977,9141,14032.83333,0.790720608,5,28836,0.230487,0.2765844,623.3751456,0.074851252,1,53.6
65,64456,604,1,1,42,14351,12,3,0,3,317,0.202351694,8,3,0.136259307,0,3,0,24,21,4158,983,22779,94550,5371.333333,0.930509984,4,5453,0.177351,0.191368542,1323.476564,0.305413286,0,47.0
25,21195,494,3,4,1,21007,72,2,3,2,544,0.097999886,1,0,0.088663061,0,5,0,29,13,1305,426,123080,28007,1766.25,0.899347932,3,95073,0.289007,0.251517858,567.8274223,0.62948474,0,52.0
43,67951,466,2,2,19,42078,108,2,3,3,317,0.302746921,4,2,0.177506465,0,1,0,18,10,2258,6684,30896,17565,5662.583333,0.493308476,5,13331,0.354078,0.378606576,1375.614929,0.298912145,0,53.0
47,104173,615,1,5,25,27127,48,3,0,3,337,0.247131391,3,0,0.184349328,0,2,0,24,12,1447,837,62898,20298,8681.083333,0.895539237,5,42600,0.214627,0.200060437,825.5717927,0.133920128,1,36.8
44,110217,551,1,4,21,15263,72,1,0,2,156,0.52754181,2,0,0.209870603,0,1,0,21,4,1193,641,54803,45719,9184.75,0.796717412,5,9084,0.254763,0.279508924,439.204102,0.064803517,1,44.0
37,56798,629,3,4,16,58960,48,2,5,3,782,0.498656339,4,1,0.179290589,0,2,0,32,22,2201,541,208806,23282,4733.166667,0.726058414,6,185524,0.23946,0.267691407,2013.570076,0.590634193,0,47.0
38,72049,609,1,2,18,35254,36,1,2,2,347,0.820010543,1,0,0.178277824,0,2,0,16,2,912,792,74286,2243,6004.083333,0.871494382,7,72043,0.215754,0.201865676,1313.51866,0.276564892,0,52.0
40,68262,591,1,1,20,15992,48,2,2,4,476,0.198160408,1,2,0.13731464,0,2,0,25,18,1214,4205,157366,1366,5688.5,0.686922295,4,156000,0.215492,0.2585904,537.939694,0.178243771,0,45.0
38,90141,549,1,4,15,14659,72,3,1,2,287,0.24822864,1,0,0.233102301,0,3,0,30,20,6464,613,166743,27581,7511.75,0.724722354,3,139162,0.255159,0.218901972,367.3690893,0.087112735,1,37.6
51,66084,651,1,1,31,27649,48,1,1,1,196,0.231456909,2,2,0.280181433,0,4,0,22,21,579,1035,58947,26049,5507.0,0.817407054,7,32898,0.197149,0.159964595,783.5302899,0.177870036,1,36.8
66,46419,619,1,2,44,22788,48,2,2,3,716,0.459604677,2,3,0.119656381,1,2,0,24,20,1462,654,163879,35523,3868.25,0.812448823,6,128356,0.208288,0.198989865,692.2212513,0.364046081,0,57.0
33,102371,629,1,4,9,23297,24,1,2,3,718,0.067657967,10,1,0.348473707,0,5,0,22,6,533,2194,164741,23047,8530.916667,0.874642654,4,141694,0.183797,0.187250451,1171.259724,0.221460342,1,37.6
23,25972,508,2,3,3,14214,48,1,5,2,209,0.564214553,2,4,0.18188363,0,4,1,26,21,675,247,17680,3295,2164.333333,0.670202574,6,14385,0.255214,0.257109254,476.9489783,0.316933149,0,62.0
38,217035,552,1,1,17,15933,12,2,3,2,809,0.206911497,4,0,0.181774925,0,2,0,27,5,7206,992,25640,7960,18086.25,0.644186384,2,17680,0.204933,0.23211896,1500.54786,0.127696336,1,40.0
70,39859,635,1,3,47,9119,72,2,3,3,616,0.12768044,3,0,0.173239696,0,2,0,22,9,2270,1226,31423,82100,3321.583333,0.974056434,8,6488,0.206619,0.209738251,223.6037422,0.252772144,0,48.0
30,83995,547,3,5,7,24515,108,2,0,3,231,0.415880768,2,3,0.627213627,0,5,0,27,5,6406,1558,45679,22521,6999.583333,0.911842911,5,23158,0.296015,0.274273358,613.7791267,0.120689916,0,63.0
59,31448,677,3,5,37,18725,36,3,0,2,516,0.35296791,3,0,0.268950687,0,3,0,31,15,3685,1376,106183,31263,2620.666667,0.793386321,7,74920,0.165225,0.159883425,658.20768,0.448056861,0,48.0
60,43319,645,1,2,36,70896,60,2,1,2,189,0.476519774,1,4,0.063452855,0,2,0,29,1,2560,1638,9559,5361,3609.916667,0.78174733,5,4198,0.253396,0.274746506,2184.990203,0.657630195,0,53.0
33,34765,546,1,4,9,24404,48,3,0,4,344,0.193669534,2,0,0.266734184,0,4,0,31,11,1369,2202,20833,93515,2897.083333,0.936414375,8,8030,0.246404,0.245237439,802.697703,0.395811087,0,52.0
46,18156,592,1,1,21,34993,72,2,1,3,707,0.377914691,0,1,0.322240867,0,5,0,29,9,2178,1216,78394,23600,1513.0,0.811452632,6,54794,0.253993,0.239701731,920.6212893,1.075757627,0,55.0
59,30522,580,1,1,37,29778,96,2,2,2,602,0.154868055,0,0,0.241903049,0,1,0,25,4,64234,417,331826,15642,2543.5,0.938802472,7,316184,0.274778,0.287286574,794.9278217,0.549214791,0,49.0
35,47644,460,1,3,14,11399,24,1,2,1,797,0.297870428,3,0,0.266136348,0,5,0,29,10,9996,255,92948,73692,3970.333333,0.903123891,2,19256,0.256399,0.220554594,591.6713211,0.349761898,1,42.4
37,37773,570,1,1,16,22092,36,3,1,4,431,0.065646803,2,0,0.273051328,0,4,0,25,3,4384,524,78873,56819,3147.75,0.752853278,4,22054,0.222092,0.203585442,825.0593876,0.399034036,0,55.0
33,64640,560,1,3,10,24070,36,1,2,4,467,0.324187726,4,0,0.474878244,0,5,0,26,20,265,158,94285,16032,5386.666667,0.666202452,4,78253,0.22907,0.27402591,987.8690483,0.270087076,0,54.0
27,26048,538,1,1,5,33035,24,1,4,1,484,0.425032145,4,2,0.235437501,0,2,0,25,24,4770,866,133776,4031,2170.666667,0.640202086,5,129745,0.239035,0.282813044,1817.980284,1.060494602,0,51.0
32,134339,603,2,2,11,17800,60,1,1,3,220,0.260996751,4,0,0.391003196,0,2,0,23,8,5922,1821,121151,186227,5744.416667,0.883602597,5,3025,0.2213,0.258526311,531.3885047,0.130803274,0,53.0
25,21495,524,1,1,3,9558,108,2,2,2,660,0.422116881,2,0,0.293287772,0,4,0,24,29,738,899,219736,23437,1791.25,0.671446597,5,196299,0.292558,0.276134678,240.5536929,0.502751538,0,51.0
40,89532,510,1,1,19,20570,24,1,1,2,663,0.237482489,4,0,0.596205432,0,5,0,18,4,999,770,45275,7038,7461.0,0.827447159,5,38237,0.24057,0.228634235,1075.924632,0.233068574,1,48.0
30,79731,586,1,4,7,12481,60,2,0,4,382,0.171945349,1,1,0.272495785,0,2,1,24,20,1317,493,21364,46382,6644.25,0.778818267,3,8257,0.224481,0.245561236,363.0930811,0.112141036,0,57.0
42,73649,527,1,1,22,54387,48,1,4,2,615,0.388550975,1,1,0.036839945,0,3,1,24,22,1769,662,14872,31882,6137.416667,0.894659069,4,9557,0.285887,0.308378967,1984.851203,0.423606762,0,56.0
21,31071,534,1,1,0,14665,60,1,1,2,213,0.445915927,3,3,0.336090867,0,5,0,24,20,1031,564,48910,14798,2589.25,0.81661356,4,34112,0.252665,0.268310617,446.3209961,0.254637828,0,56.0
43,95093,599,1,1,19,17414,72,2,0,3,720,0.283042937,3,0,0.141624085,0,4,0,21,7,3946,757,105968,37550,7924.416667,0.891007023,5,68418,0.232914,0.200994859,418.1193422,0.143621845,1,38.4
50,24933,679,1,4,29,23904,36,1,2,2,376,0.241613618,4,3,0.455484707,0,4,0,18,13,11053,719,45295,35215,2077.75,0.677312105,5,10080,0.169404,0.176628139,860.1489014,0.594945928,0,52.0
18,41894,457,3,2,0,10036,24,1,1,2,480,0.014268773,4,1,0.34027358,0,4,0,17,9,7905,587,30239,35620,3491.166667,0.906702868,4,3217,0.256536,0.2052288,513.3574861,0.284534536,0,58.0
44,59114,611,1,2,21,40271,48,3,2,3,214,0.742100112,0,2,0.523448064,0,1,0,26,2,5157,423,124976,51404,4926.166667,0.74625166,3,73572,0.229771,0.2194284,1267.531907,0.300747418,0,59.0
54,94169,565,1,1,35,29305,36,2,0,3,808,0.677096521,2,0,0.274000178,0,1,0,18,28,13603,663,40873,30235,7847.416667,0.727015228,6,10638,0.231805,0.258299648,1178.063873,0.253085054,0,53.0
25,36114,447,1,3,3,42201,36,2,4,2,264,0.332330892,5,0,0.057905377,0,4,0,24,18,4487,1712,99082,23957,3009.5,0.831644486,5,75125,0.303701,0.286861607,1761.265982,0.672957628,0,49.0
60,29629,614,1,1,37,10679,48,1,4,3,459,0.112360886,4,1,0.269041117,0,1,0,24,14,8021,1949,60425,7347,2469.083333,0.871789147,3,53078,0.198679,0.174130814,310.4299769,0.311625763,0,48.0
45,27011,567,1,3,22,13586,72,2,2,2,594,0.296440481,4,2,0.121178957,0,1,0,24,23,5306,1516,158827,166037,2250.916667,0.812134035,5,5285,0.245086,0.267858413,380.9959164,0.433155048,0,52.0
31,56038,595,1,2,9,39381,60,2,1,3,549,0.084449616,3,0,0.314944326,0,5,0,20,20,666,98,102197,40799,4669.833333,0.945085507,4,61398,0.246881,0.209936808,1065.248379,0.345675801,0,51.0
39,49190,602,1,4,19,11174,36,3,0,1,221,0.088074313,4,1,0.163442403,0,5,0,31,2,5006,447,117888,17924,4099.166667,0.668612548,3,99964,0.195174,0.208427368,420.0794981,0.15639264,1,39.2
46,81899,621,1,1,26,16467,24,1,4,3,786,0.227005781,4,0,0.085638736,1,5,0,13,13,10533,4374,26388,10019,6824.916667,0.705851693,6,16369,0.180967,0.183889812,825.1984453,0.236075915,0,58.0
40,101702,604,1,2,19,25177,108,1,1,3,754,0.371774795,3,1,0.111606192,0,2,0,16,11,7847,949,24022,2950,8475.166667,0.949876716,6,21072,0.268177,0.301940038,679.935425,0.169192593,0,46.0
46,49599,552,1,1,25,35473,12,3,3,2,465,0.145815165,1,0,0.259324061,0,2,0,24,2,27117,3343,729948,91031,4133.25,0.798064828,6,638917,0.224473,0.214542102,3310.762635,0.913509378,0,48.0
28,39900,565,1,3,8,55894,60,2,1,4,176,0.110940418,3,0,0.1008736,0,5,0,27,24,4493,229,115170,33662,3325.0,0.848956697,4,81508,0.278394,0.264002857,1686.763608,0.560229657,0,48.0
42,77167,556,1,1,21,10328,12,2,1,2,328,0.284849864,3,1,0.324143305,0,1,0,18,9,7679,519,29891,56345,6430.583333,0.931333379,5,7938,0.197328,0.18400377,948.8400263,0.198557419,1,44.0
23,41847,617,1,4,0,16379,48,1,2,2,340,0.437950043,3,0,0.289935162,0,3,0,27,26,8417,334,12133,45181,3487.25,0.89980551,3,1187,0.202879,0.186404037,486.6314808,0.23704394,1,40.8
38,39105,552,1,1,12,17443,24,1,1,2,248,0.182673844,2,1,0.299225485,0,2,0,19,10,876,1414,12058,71234,3258.75,0.75353636,5,10609,0.216443,0.228865187,912.5651284,0.356138129,0,52.0
29,21390,538,1,2,5,28416,12,1,1,3,336,0.212037226,2,2,0.426171318,0,4,0,29,10,1730,2052,34695,39994,1782.5,0.848768328,7,8319,0.224416,0.226716333,2668.771631,1.685706385,0,58.0
31,58455,466,1,1,6,8451,72,1,3,3,848,0.607956547,3,1,0.45851541,0,1,0,20,12,972,1464,17427,37789,4871.25,0.875940512,7,1060,0.290451,0.27512686,240.8471498,0.223525204,0,58.0
54,47999,642,1,3,30,34665,48,3,0,3,537,0.514824372,2,0,0.660968949,0,5,0,26,12,485,267,237934,19290,3999.916667,0.900851934,4,218644,0.208665,0.229663397,1110.425068,0.411864847,0,53.0
53,87793,599,1,3,29,12999,36,2,2,2,639,0.581745447,3,0,0.157305769,0,5,0,21,10,1636,1528,17309,7260,7316.083333,0.787687402,4,10049,0.198499,0.208406606,488.6753842,0.154136487,1,40.0
47,23296,622,1,1,25,16825,36,2,2,1,909,0.140157469,2,0,0.267803374,0,5,0,15,25,1809,3944,29990,10257,1941.333333,0.809446923,6,19733,0.190825,0.182391243,610.2842258,0.782598331,0,50.0
26,43376,628,1,4,3,25679,60,1,0,3,252,0.444429926,5,0,0.088696107,0,2,0,21,24,5369,812,65122,84983,3614.666667,0.773510633,5,5115,0.216679,0.204514956,686.8035485,0.259720642,0,49.0
36,92257,638,1,2,14,18700,36,2,1,1,444,0.118548353,3,1,0.429573766,0,5,0,33,20,5183,302,30205,47842,7688.083333,0.880054886,3,8159,0.1847,0.198086409,693.1370537,0.147909044,1,40.8
54,46898,607,1,1,32,14471,72,3,2,2,280,0.255615513,3,1,0.112443234,0,5,0,23,16,6499,2593,21720,32773,3908.166667,0.888353468,1,1154,0.225971,0.21794567,361.8376919,0.164229867,0,48.0
41,25550,558,1,2,18,15890,84,2,1,4,1127,0.484248485,3,2,0.589449479,1,4,0,29,9,1459,795,124588,22825,2129.166667,0.806531854,2,101763,0.26189,0.283457114,436.8024218,0.734466891,0,70.0
67,99216,605,1,3,43,18701,48,2,5,2,261,0.470261886,5,2,0.33031669,0,5,0,23,25,3634,1424,31991,44846,8268.0,0.616860372,5,10524,0.211201,0.230314395,599.7167452,0.10410217,1,40.8
44,22823,542,1,2,21,13133,60,2,2,2,479,0.053676004,1,1,0.164814044,0,2,0,21,21,12993,888,22642,28949,1901.916667,0.880782841,10,6869,0.247133,0.239695026,377.5772524,0.450375806,0,51.0
42,68367,594,1,2,20,30623,48,2,2,2,375,0.066254875,5,1,0.10465839,0,2,0,19,21,319,421,86605,44593,5697.25,0.911858737,4,42012,0.228623,0.211088744,950.0566658,0.232578291,1,39.2
36,23889,456,1,1,13,29584,24,3,1,4,351,0.296544215,3,0,0.230409499,0,3,0,16,17,210,2571,152914,72932,1990.75,0.912792965,3,79982,0.276584,0.317731189,1681.246197,1.020844504,0,52.0
41,126158,632,1,4,18,46315,84,1,3,2,636,0.358654015,3,0,0.062557564,1,5,0,26,21,1257,447,120336,27647,10513.16667,0.882326477,3,92689,0.255315,0.253345609,1182.233797,0.172948252,0,55.0
38,40384,496,1,1,14,16624,84,2,5,1,340,0.192438326,2,0,0.74276494,0,5,1,22,22,16014,2793,50420,75462,3365.333333,0.614789417,7,1186,0.293624,0.263879101,435.6440818,0.230480611,0,64.0
48,52441,605,1,1,29,17650,48,2,2,1,662,0.36078899,1,1,0.517833239,0,4,0,15,6,537,4535,57640,44070,4370.083333,0.903034142,7,13570,0.21015,0.194263013,531.7157339,0.273156286,0,57.0
51,52652,647,1,2,31,10482,24,2,0,3,323,0.131516535,3,4,0.678031016,0,5,0,25,19,2622,5432,224116,30226,4387.666667,0.861419079,2,193890,0.161982,0.168143112,517.319063,0.191518437,1,40.0
30,47195,598,1,1,5,32556,36,2,3,3,664,0.669628142,4,2,0.247904618,1,1,0,27,23,3791,290,32512,21556,3932.916667,0.855819811,3,10956,0.218556,0.256406772,1305.47787,0.50076776,0,67.0
24,37828,533,1,1,2,16229,12,1,0,2,411,0.312662233,1,0,0.150024476,0,2,1,23,6,2399,288,97516,9297,3152.333333,0.725337732,7,88219,0.214729,0.243712085,1537.52461,0.618121374,0,57.0
18,56333,552,1,3,0,40663,60,2,3,3,914,0.306451541,3,2,0.154721749,0,4,0,29,24,860,1010,67721,52052,4694.416667,0.905914715,6,15669,0.269663,0.3075862,1334.596869,0.478993883,0,50.0
46,54118,614,2,4,24,21849,36,2,4,3,469,0.508523892,0,4,0.29891406,0,1,0,27,5,986,5579,193544,22928,4509.833333,0.620914017,4,170616,0.199849,0.196109189,807.6621177,0.283084102,1,40.8
26,96075,581,1,1,4,38708,36,2,1,3,900,0.32084137,3,1,0.518928435,0,4,0,25,23,24609,1995,39348,8264,8006.25,0.693568749,6,31084,0.233208,0.2351044,1508.693352,0.300851629,0,57.0
18,20487,538,3,3,0,18369,36,2,4,2,191,0.160200808,4,1,0.090133273,0,2,0,22,16,904,8141,36121,120234,1707.25,0.871688933,3,4751,0.234369,0.224124647,705.4460838,0.525081906,0,54.0
44,73721,548,1,1,24,11347,12,1,1,3,285,0.336629463,1,1,0.224859616,0,5,0,22,28,8591,5176,49057,21140,6143.416667,0.72314988,8,27917,0.202347,0.205213745,1053.957209,0.217949926,1,41.6
69,78972,627,1,3,46,23758,48,2,2,2,153,0.279325869,3,1,0.244689722,0,2,0,17,13,345,1764,19685,23728,6581.0,0.403464855,7,5293,0.205258,0.178028666,695.4462925,0.128923612,1,39.2
39,104810,517,1,2,16,15920,60,2,4,2,300,0.346705293,1,0,0.413873014,0,5,0,26,12,11025,1732,115873,19407,8734.166667,0.769827035,5,96466,0.26242,0.233575466,452.0686881,0.086106519,1,42.4
50,50755,564,1,3,27,17243,96,1,4,4,252,0.128106288,3,1,0.422193836,0,2,1,28,15,1657,1668,25098,32456,4229.583333,0.842797407,7,9198,0.270243,0.281910456,453.9314201,0.166903301,0,61.0
40,53861,571,1,2,17,27329,36,4,0,2,493,0.410967863,2,0,0.424230078,0,5,1,23,27,973,647,585273,21753,4488.416667,0.861897527,2,563520,0.226829,0.239194158,1071.038648,0.348461109,1,44.0
38,65732,560,1,2,14,18707,120,2,3,3,388,0.721655336,0,0,0.496251016,0,1,0,24,7,1237,306,8449,32609,5477.666667,0.74179162,4,1937,0.293707,0.248570795,423.6875417,0.148181259,0,59.0
51,20434,581,1,3,30,31257,120,3,0,1,384,0.197449042,3,0,0.14783449,0,2,0,15,8,1245,1211,6751,157551,1702.833333,0.502296122,9,6795,0.295757,0.290928624,803.1245717,0.69714666,0,52.0
36,67288,643,1,3,15,36034,48,2,0,2,232,0.548216059,3,1,0.073962567,0,5,1,13,24,2555,967,49917,14790,5607.333333,0.768656022,4,35127,0.209534,0.184674648,1067.321091,0.231718183,0,54.0
43,300000,607,1,2,16,29361,60,2,3,2,104,0.73975133,2,0,0.174417588,1,2,1,26,15,1514,786,105193,123162,25000.0,0.892645988,5,3822,0.230861,0.247109143,856.8151962,0.038432608,1,52.0
43,147908,631,1,2,21,22850,48,3,0,1,251,0.504638768,3,2,0.155482418,0,5,0,26,25,1776,9120,14396,12646,12325.66667,0.943948056,3,1750,0.20235,0.201353604,696.9827702,0.076911278,1,36.8
31,32432,564,1,4,9,39628,12,1,1,1,1934,0.096385654,2,2,0.286821082,0,2,1,29,13,1049,1862,13429,16003,2702.666667,0.971003254,5,7774,0.222628,0.208704537,3687.449237,2.079963951,0,58.0
51,22753,606,1,4,27,37617,36,2,2,2,845,0.508091981,4,0,0.104438912,0,2,0,20,17,10293,1071,30346,42693,1896.083333,0.945840375,6,5093,0.219617,0.206309877,1410.105904,1.189349574,0,50.0
37,52587,527,1,2,11,15855,24,1,2,4,455,0.186852302,4,0,0.208790039,0,4,0,25,16,4113,1208,93599,36055,4382.25,0.771754793,4,57544,0.227355,0.242741755,840.4424659,0.295611265,0,49.0
30,120004,634,1,5,9,18427,24,3,0,3,253,0.493167806,1,0,0.138886988,0,1,0,29,9,6109,973,118293,152288,10000.33333,0.830155403,4,8998,0.176427,0.168918029,910.1149,0.116307613,1,37.6
46,57727,664,1,2,25,10796,60,3,2,1,219,0.266571374,2,2,0.086919059,0,2,0,11,8,2448,117,65071,7634,4810.583333,0.734161064,5,57437,0.183796,0.187209218,278.3989727,0.10339681,1,34.4
29,136716,531,1,1,9,30354,72,2,2,2,683,0.411008114,2,0,0.421807265,0,4,0,28,8,8833,1087,460851,8827,11393.0,0.634694669,4,452024,0.279854,0.333965908,980.6501179,0.146023885,1,40.0
40,28883,548,1,2,14,26152,36,2,2,1,223,0.296331228,2,1,0.391384458,1,3,0,28,13,2300,8012,50172,27491,2406.916667,0.647615253,6,22681,0.237152,0.234773349,1018.854451,0.515952408,0,68.0
39,47578,490,2,1,19,34542,60,3,3,2,500,0.29039955,6,1,0.240249227,0,3,1,33,12,3104,90,181713,19045,3964.833333,0.720569012,6,162668,0.294542,0.304601555,1127.333795,0.410441917,0,58.0
53,49107,593,3,3,31,38781,48,2,1,3,217,0.169712048,2,1,0.604892852,0,5,0,25,28,1127,233,23136,15252,4092.25,0.929912208,1,7884,0.237281,0.268485358,1326.172062,0.377096234,0,61.0
45,76850,582,1,3,24,17840,48,1,3,3,416,0.343184656,0,1,0.096057485,0,4,0,27,9,4543,310,136465,27176,6404.166667,0.933338909,3,109289,0.22184,0.177472,521.6962895,0.14641972,1,37.6
39,73853,505,1,1,19,33788,24,1,0,2,365,0.353837611,2,0,0.449516608,0,5,0,27,8,966,476,14274,10449,6154.416667,0.933859446,4,3825,0.256288,0.227654862,1765.657791,0.346199795,0,57.0
49,95758,636,1,3,27,19467,24,2,2,3,390,0.060681945,5,0,0.231921159,0,4,0,28,28,1901,1100,115343,60190,7979.833333,0.949641773,3,55153,0.176467,0.165014256,957.8354712,0.168905216,1,36.0
56,50032,628,1,3,35,12333,24,1,2,4,319,0.351793245,4,1,0.398632149,0,2,0,29,17,2029,4198,121652,61696,4169.333333,0.461145941,9,59956,0.173333,0.194185296,624.2001917,0.226223263,0,49.0
46,102604,597,1,1,25,28322,84,2,2,2,428,0.571412994,3,1,0.093920686,0,5,0,23,7,289,505,38119,73653,8550.333333,0.945231884,3,5339,0.254822,0.227457257,676.5706697,0.129184516,0,51.0
